location,total_sqft,bath,price,bhk,property_type,amenities_score
Thanisandra,1185.0,2.0,4200000.0,2,Apartment,7
Gubbalala,1060.0,2.0,4600000.0,2,Apartment,6
Ananth Nagar,1319.0,3.0,3775000.0,3,Apartment,5
Kaikondrahalli,991.0,2.0,6400000.0,2,Apartment,5
Thanisandra,662.0,1.0,3800000.0,1,Apartment,7
other,1200.0,2.0,11000000.0,2,Apartment,6
other,1400.0,2.0,7800000.0,3,Apartment,8
Talaghattapura,1575.0,3.0,8000000.0,3,Apartment,9
Hosakerehalli,600.0,2.0,6500000.0,2,Apartment,8
Ananth Nagar,1319.0,3.0,4200000.0,3,Apartment,5
Brookefield,2000.0,3.0,30000000.0,3,Apartment,9
Electronics City Phase 1,940.0,2.0,4800000.0,2,Apartment,8
Singasandra,600.0,1.0,4500000.0,1,Apartment,9
Chandapura,985.0,2.0,2512000.0,2,Apartment,9
Bharathi Nagar,1349.0,2.0,5670000.0,2,Apartment,8
Whitefield,3117.0,3.0,26100000.0,3,Apartment,6
HSR Layout,1844.0,3.0,9500000.0,3,Apartment,8
Thigalarapalya,1830.0,4.0,15000000.0,3,Apartment,5
Sarjapur  Road,2275.0,4.0,18500000.0,3,Apartment,9
Varthur Road,1140.0,2.0,4911000.0,2,Apartment,6
Banjara Layout,900.0,3.0,7900000.0,3,Apartment,5
other,2648.0,3.0,23800000.0,3,Apartment,8
Judicial Layout,5400.0,4.0,70000000.0,5,Villa,8
Banashankari,1372.0,2.0,4802000.0,3,Apartment,9
other,1455.0,2.0,4500000.0,3,Apartment,9
Hebbal,1100.0,2.0,3800000.0,2,Apartment,5
Raja Rajeshwari Nagar,1295.0,2.0,5547000.0,2,Apartment,9
other,1475.0,3.0,8000000.0,3,Apartment,7
Nagavarapalya,1788.0,3.0,16400000.0,3,Apartment,5
Haralur Road,1243.0,2.0,4600000.0,2,Apartment,7
Yeshwanthpur,1855.0,3.0,14000000.0,3,Apartment,9
Kudlu Gate,1850.0,3.0,12000000.0,3,Apartment,6
Marathahalli,1315.0,2.0,6000000.0,3,Apartment,9
Whitefield,1216.0,2.0,7300000.0,2,Apartment,9
other,1721.0,3.0,9300000.0,3,Apartment,6
Sonnenahalli,1059.0,2.0,6200000.0,2,Apartment,7
Kadubeesanahalli,1184.0,2.0,5500000.0,2,Apartment,8
Koramangala,2223.0,3.0,30000000.0,3,Apartment,5
other,1480.0,3.0,7500000.0,3,Apartment,5
Kodigehalli,635.0,1.0,2800000.0,2,Apartment,9
BEML Layout,2400.0,2.0,22800000.0,2,Apartment,7
JP Nagar,1500.0,2.0,8700000.0,4,Apartment,8
Hosa Road,1143.0,2.0,3420000.0000000005,2,Apartment,6
Sarjapur  Road,3200.0,4.0,35000000.0,4,Villa,8
Kanakpura Road,3170.0,4.0,25000000.0,4,Villa,8
other,4800.0,4.0,42000000.0,4,Villa,9
Kothannur,1485.0,2.0,5940000.0,3,Apartment,9
Rajaji Nagar,1640.0,3.0,25100000.0,3,Apartment,8
Hennur,1655.0,2.0,7050000.0,3,Apartment,8
2nd Phase Judicial Layout,900.0,2.0,4100000.0,2,Apartment,7
Somasundara Palya,1600.0,3.0,6900000.0,3,Apartment,5
other,1163.0,2.0,6800000.0,2,Apartment,8
Hennur Road,1654.0,3.0,9780000.0,3,Apartment,8
other,801.0,1.0,3364500.0000000005,1,Apartment,9
other,2100.0,3.0,100000000.0,4,Apartment,7
Bellandur,1685.0,3.0,10100000.0,3,Apartment,7
Banashankari,1540.0,3.0,8000000.0,3,Apartment,8
Thanisandra,1265.0,2.0,7200000.0,2,Apartment,9
Kasavanhalli,1200.0,2.0,3840000.0,3,Apartment,6
other,1300.0,2.0,8000000.0,3,Apartment,6
Sultan Palaya,1009.0,2.0,6500000.0,2,Apartment,8
other,1540.0,3.0,6500000.0,3,Apartment,7
Bellandur,1735.0,3.0,10500000.0,3,Apartment,5
HSR Layout,2500.0,4.0,30000000.0,4,Villa,8
Hosakerehalli,2480.0,4.0,26500000.0,3,Apartment,6
Electronic City,1142.0,2.0,3500000.0,2,Apartment,7
other,1215.0,2.0,4680000.0,3,Apartment,9
Electronic City,1070.0,2.0,4800000.0,2,Apartment,7
Electronic City Phase II,1125.0,2.0,3249000.0,2,Apartment,5
Bommasandra Industrial Area,1125.0,2.0,3249000.0,2,Apartment,8
Kasavanhalli,1575.0,2.0,8500000.0,2,Apartment,5
Hosa Road,1360.0,2.0,7761000.0,2,Apartment,6
Haralur Road,1710.0,3.0,8500000.0,3,Apartment,9
Electronic City Phase II,1200.0,2.0,3465000.0,2,Apartment,7
Bannerghatta Road,2185.0,3.0,12000000.0,4,Apartment,8
other,2400.0,4.0,13500000.0,4,Villa,9
Banashankari,1195.0,2.0,3584000.0000000005,2,Apartment,9
Vittasandra,1246.0,2.0,6700000.0,2,Apartment,7
Bannerghatta Road,1012.0,2.0,4500000.0,2,Apartment,7
other,998.0,2.0,6500000.0,2,Apartment,9
Doddaballapur,2400.0,3.0,25000000.0,3,Apartment,9
7th Phase JP Nagar,1130.0,2.0,8500000.0,2,Apartment,8
Koramangala,1744.0,4.0,21000000.0,3,Apartment,5
Rajaji Nagar,2733.0,5.0,25900000.0,4,Villa,7
Karuna Nagar,1354.0,2.0,9800000.0,3,Apartment,6
other,3300.0,9.0,45000000.0,10,Villa,9
Brookefield,1389.0,2.0,9400000.0,2,Apartment,5
Sarjapur,2970.0,3.0,13000000.0,4,Villa,9
Cooke Town,2560.0,4.0,31000000.0,3,Apartment,7
Lakshminarayana Pura,1172.0,2.0,7500000.0,2,Apartment,9
Kaggadasapura,1495.0,3.0,6000000.0,3,Apartment,9
Varthur,1738.0,2.0,5735000.0,2,Apartment,7
Dodda Nekkundi,1315.0,2.0,5000000.0,2,Apartment,5
Marathahalli,1270.0,2.0,7300000.0,2,Apartment,6
Electronic City Phase II,1160.0,2.0,5220000.0,2,Apartment,7
Raja Rajeshwari Nagar,1450.0,2.0,6700000.0,3,Apartment,6
Rayasandra,470.0,1.0,2100000.0,1,Apartment,8
other,1040.0,2.0,7800000.0,2,Apartment,9
Sarjapur,1205.0,2.0,2900000.0,2,Apartment,6
other,1215.0,2.0,5000000.0,3,Apartment,6
Whitefield,1135.0,2.0,5800000.0,2,Apartment,9
8th Phase JP Nagar,1224.0,2.0,4895000.0,3,Apartment,6
Budigere,664.0,1.0,3400000.0,1,Apartment,9
Electronic City,1160.0,2.0,4200000.0,3,Apartment,9
Babusapalaya,1200.0,2.0,10500000.0,2,Apartment,5
Bommasandra Industrial Area,1220.0,2.0,3520000.0000000005,3,Apartment,8
Bharathi Nagar,1328.0,2.0,6900000.0,2,Apartment,5
other,975.0,2.0,4500000.0,2,Apartment,5
other,1907.0,2.0,20000000.0,3,Apartment,5
Malleshwaram,900.0,2.0,7200000.0,2,Apartment,9
other,1330.0,2.0,8000000.0,2,Apartment,6
Rajiv Nagar,2330.0,5.0,17500000.0,4,Villa,8
Munnekollal,1222.0,3.0,9500000.0,3,Apartment,5
other,4446.0,3.0,41000000.0,3,Apartment,8
Sarjapur  Road,2100.0,3.0,13500000.0,3,Apartment,9
Sarjapur  Road,3335.0,4.0,29000000.0,4,Villa,9
Whitefield,3150.0,3.0,29000000.0,3,Apartment,8
other,1320.0,2.0,9500000.0,3,Apartment,8
other,8000.0,5.0,55000000.0,5,Villa,9
Hennur Road,2400.0,5.0,50000000.0,4,Villa,7
Uttarahalli,1330.0,2.0,4655000.0,3,Apartment,9
Hosur Road,2000.0,4.0,13000000.0,4,Apartment,6
Electronic City Phase II,1244.0,2.0,5500000.0,2,Apartment,5
other,1000.0,2.0,5000000.0,2,Apartment,7
other,1400.0,3.0,4500000.0,3,Apartment,8
other,1000.0,2.0,3500000.0,2,Apartment,5
Rajaji Nagar,1056.0,1.0,25000000.0,2,Apartment,7
Uttarahalli,1250.0,2.0,5000000.0,3,Apartment,5
Hebbal,2630.0,5.0,18800000.0,4,Villa,8
other,1225.0,2.0,4800000.0,2,Apartment,7
Hebbal,2790.0,5.0,19800000.0,4,Villa,8
Indira Nagar,2800.0,4.0,36500000.0,4,Villa,8
Seegehalli,1683.0,3.0,8000000.0,3,Apartment,8
Yelahanka,1250.0,2.0,5400000.0,2,Apartment,9
Hennur Road,1305.0,2.0,11000000.0,3,Apartment,5
Sarjapur  Road,3009.0,3.0,33100000.0,3,Apartment,5
Kaggalipura,1150.0,2.0,5750000.0,3,Apartment,8
Kaggadasapura,1654.0,3.0,7000000.0,3,Apartment,9
other,4500.0,3.0,22500000.0,4,Villa,8
Kadugodi,1890.0,4.0,12500000.0,3,Apartment,5
Kasavanhalli,1069.0,2.0,5500000.0,2,Apartment,5
Chandapura,750.0,1.0,1850000.0,2,Apartment,7
Hormavu,2400.0,3.0,17700000.0,3,Apartment,5
Koramangala,1410.0,2.0,28000000.0,4,Apartment,6
7th Phase JP Nagar,1680.0,3.0,13000000.0,3,Apartment,9
other,3500.0,4.0,50000000.0,3,Apartment,5
Sarjapur  Road,1700.0,3.0,9350000.0,3,Apartment,6
other,2200.0,2.0,15000000.0,4,Apartment,8
Thanisandra,1595.0,3.0,10500000.0,3,Apartment,8
Hennur Road,1480.0,3.0,10000000.0,3,Apartment,7
other,1092.0,3.0,9500000.0,3,Apartment,6
Koramangala,1866.0,4.0,24500000.0,3,Apartment,7
Hebbal,3895.0,3.0,39000000.0,3,Apartment,9
Banashankari,1683.0,3.0,11500000.0,3,Apartment,8
Banaswadi,1340.0,2.0,7300000.0,2,Apartment,8
other,1100.0,3.0,5300000.0,3,Apartment,5
Akshaya Nagar,2000.0,1.0,20000000.0,1,Apartment,7
Whitefield,1185.0,2.0,5600000.0,2,Apartment,5
Chandapura,1025.0,2.0,2768000.0,2,Apartment,9
Haralur Road,1730.0,3.0,9500000.0,3,Apartment,7
Hennur Road,1450.0,3.0,8860000.0,3,Apartment,5
Sarjapur  Road,1862.0,4.0,11000000.0,3,Apartment,8
Sarjapur  Road,4000.0,5.0,57800000.0,4,Villa,7
Hoodi,863.0,1.0,4054999.9999999995,1,Apartment,7
other,1170.0,2.0,5000000.0,2,Apartment,5
other,1075.0,2.0,5000000.0,2,Apartment,7
Kodichikkanahalli,1060.0,2.0,3400000.0,2,Apartment,7
Sarjapur,850.0,2.0,3200000.0,2,Apartment,8
other,935.0,2.0,4590000.0,2,Apartment,9
Gollarapalya Hosahalli,1905.0,3.0,8600000.0,4,Apartment,8
other,2000.0,6.0,30000000.0,6,Apartment,7
Uttarahalli,1125.0,2.0,4700000.0,2,Apartment,8
Chikkabanavar,1500.0,4.0,10500000.0,4,Apartment,7
Bannerghatta Road,1725.0,3.0,8500000.0,3,Apartment,6
other,1120.0,2.0,3600000.0,2,Apartment,5
Brookefield,1750.0,2.0,7500000.0,3,Apartment,5
7th Phase JP Nagar,2000.0,3.0,7700000.0,3,Apartment,5
Koramangala,1745.0,3.0,9800000.0,3,Apartment,9
Uttarahalli,1270.0,2.0,5525000.0,3,Apartment,7
Iblur Village,5384.0,5.0,42000000.0,5,Villa,8
Sahakara Nagar,1180.0,2.0,7200000.0,2,Apartment,9
other,1130.0,2.0,7500000.0,2,Apartment,7
Old Airport Road,2774.0,4.0,19700000.0,4,Villa,7
Ardendale,1723.0,3.0,9500000.0,3,Apartment,5
Mysore Road,1175.0,2.0,7050000.0,2,Apartment,6
Ambalipura,1607.0,2.0,11200000.0,3,Apartment,6
other,1334.0,2.0,6200000.0,2,Apartment,5
Vishwapriya Layout,2800.0,5.0,13000000.0,5,Villa,7
Bellandur,1138.0,3.0,12800000.0,3,Apartment,9
Bannerghatta,1113.0,2.0,7000000.0,2,Apartment,8
9th Phase JP Nagar,1300.0,2.0,5800000.0,3,Apartment,5
Judicial Layout,2400.0,4.0,35000000.0,4,Villa,8
Sahakara Nagar,1200.0,2.0,6000000.0,2,Apartment,5
other,1900.0,3.0,19000000.0,3,Apartment,7
Jakkur,5150.0,4.0,55900000.0,4,Villa,9
Whitefield,2956.0,5.0,23400000.0,4,Villa,9
Panathur,1398.0,2.0,9700000.0,2,Apartment,5
Margondanahalli,1152.0,1.0,6600000.0,2,Apartment,9
other,1200.0,5.0,32500000.0,4,Apartment,7
Nagavara,1110.0,2.0,4495000.0,2,Apartment,6
Devarachikkanahalli,1116.0,2.0,4700000.0,2,Apartment,6
Babusapalaya,1061.0,2.0,3384000.0000000005,2,Apartment,5
Malleshwaram,620.0,1.0,8680000.0,1,Apartment,9
7th Phase JP Nagar,1300.0,2.0,5200000.0,3,Apartment,7
Yelahanka,1270.0,2.0,5700000.0,2,Apartment,9
other,966.0,2.0,5000000.0,2,Apartment,7
other,1200.0,4.0,11000000.0,4,Apartment,7
Kodigehalli,1320.0,4.0,24900000.0,4,Apartment,6
Iblur Village,3596.0,5.0,29700000.0,4,Villa,7
other,1630.0,3.0,13100000.0,3,Apartment,8
Amruthahalli,1202.0,2.0,6500000.0,2,Apartment,9
other,1200.0,4.0,25000000.0,4,Apartment,6
Jakkur,1300.0,2.0,8000000.0,2,Apartment,9
Electronic City,1360.0,2.0,7000000.0,3,Apartment,5
Hennur Road,1155.0,2.0,6918000.000000001,2,Apartment,8
Hosakerehalli,2378.0,3.0,31000000.0,3,Apartment,9
Hulimavu,1011.0,2.0,3800000.0,2,Apartment,7
HSR Layout,1203.0,2.0,7200000.0,2,Apartment,9
Hebbal,1645.0,3.0,11300000.0,3,Apartment,7
Horamavu Agara,1364.0,2.0,5000000.0,3,Apartment,7
Anekal,1200.0,1.0,3600000.0,2,Apartment,9
other,1050.0,2.0,4100000.0,1,Apartment,7
Kothanur,1365.0,3.0,6600000.0,3,Apartment,6
Jigani,1252.0,3.0,7000000.0,3,Apartment,8
Jigani,1221.0,3.0,6500000.0,3,Apartment,9
Panathur,1065.0,2.0,5800000.0,2,Apartment,8
Uttarahalli,1270.0,2.0,5525000.0,3,Apartment,6
Sahakara Nagar,1032.0,2.0,4500000.0,2,Apartment,7
Frazer Town,2900.0,4.0,32500000.0,4,Villa,7
Sector 2 HSR Layout,1515.0,2.0,6900000.0,3,Apartment,9
other,1427.0,2.0,5200000.0,2,Apartment,9
Magadi Road,940.0,2.0,5000000.0,2,Apartment,6
Bannerghatta Road,1460.0,2.0,8000000.0,3,Apartment,9
Sarjapur  Road,2275.0,4.0,17500000.0,3,Apartment,8
9th Phase JP Nagar,1522.0,3.0,9000000.0,3,Apartment,9
other,3210.0,4.0,38000000.0,3,Apartment,7
Thanisandra,1185.0,2.0,4267000.0,2,Apartment,8
other,5425.0,13.0,27500000.0,13,Villa,9
Banashankari,1800.0,3.0,12500000.0,3,Apartment,8
Electronics City Phase 1,940.0,2.0,4400000.0,2,Apartment,9
other,1200.0,4.0,13500000.0,4,Apartment,7
Marathahalli,1530.0,3.0,7100000.0,3,Apartment,9
other,1050.0,2.0,4800000.0,2,Apartment,7
Subramanyapura,929.0,2.0,4900000.0,2,Apartment,8
Banjara Layout,3750.0,5.0,14500000.0,4,Villa,7
Whitefield,1530.0,3.0,7500000.0,3,Apartment,6
other,900.0,2.0,4800000.0,2,Apartment,7
Vasanthapura,978.0,2.0,3422000.0,2,Apartment,7
other,4041.0,4.0,34500000.0,4,Villa,7
Ambalipura,770.0,1.0,4382000.0,1,Apartment,6
Kaval Byrasandra,1066.0,2.0,5500000.0,2,Apartment,5
Electronic City,635.0,1.0,2800000.0,1,Apartment,5
Whitefield,1015.0,2.0,4500000.0,2,Apartment,6
Hebbal,1175.0,2.0,5405000.0,2,Apartment,6
Chikkabanavar,1200.0,4.0,13000000.0,4,Apartment,6
Vidyaranyapura,1188.0,2.0,5000000.0,2,Apartment,5
Indira Nagar,2400.0,5.0,70000000.0,5,Villa,8
other,620.0,1.0,2500000.0,1,Apartment,5
other,1210.0,2.0,7500000.0,2,Apartment,9
Attibele,1000.0,3.0,9000000.0,3,Apartment,9
Rajaji Nagar,1500.0,2.0,9900000.0,3,Apartment,6
Electronic City,1800.0,3.0,19000000.0,4,Apartment,6
Thanisandra,1185.0,2.0,4366000.0,2,Apartment,8
Basavangudi,1600.0,3.0,13000000.0,3,Apartment,7
Gottigere,1100.0,2.0,2800000.0,2,Apartment,8
Yelahanka,1300.0,2.0,6923000.0,2,Apartment,5
Kasavanhalli,1100.0,2.0,6800000.0,2,Apartment,9
Ambalipura,860.0,2.0,2893000.0,2,Apartment,8
Panathur,1007.0,2.0,6400000.0,2,Apartment,9
Akshaya Nagar,1100.0,2.0,4800000.0,2,Apartment,7
Whitefield,1187.0,2.0,3800000.0,2,Apartment,5
R.T. Nagar,1150.0,2.0,7200000.0,2,Apartment,6
Nagavara,2400.0,3.0,25200000.0,3,Apartment,8
other,1180.0,2.0,4194000.0,2,Apartment,8
Budigere,1820.0,3.0,8520000.0,3,Apartment,9
KR Puram,3628.0,4.0,24600000.0,4,Villa,8
other,1430.0,3.0,7000000.0,3,Apartment,7
Kanakpura Road,700.0,2.0,4000000.0,2,Apartment,8
other,1200.0,1.0,7000000.0,2,Apartment,9
Old Madras Road,1165.0,2.0,4077000.0000000005,2,Apartment,7
Jalahalli,1569.0,3.0,11800000.0,3,Apartment,6
other,1950.0,4.0,9500000.0,3,Apartment,8
other,1200.0,3.0,7000000.0,2,Apartment,7
Yelahanka New Town,2437.0,3.0,12500000.0,3,Apartment,5
Marathahalli,950.0,2.0,4670000.0,2,Apartment,5
Bellandur,1685.0,3.0,11500000.0,3,Apartment,8
Green Glen Layout,3270.0,4.0,20500000.0,4,Villa,8
Sarjapur  Road,1314.0,2.0,11000000.0,2,Apartment,8
other,1250.0,3.0,4000000.0,3,Apartment,8
other,1130.0,2.0,6800000.0,2,Apartment,9
Whitefield,2247.0,3.0,14500000.0,3,Apartment,6
Marathahalli,1550.0,3.0,8500000.0,3,Apartment,7
Hoodi,1715.0,2.0,10000000.0,3,Apartment,7
Hennur Road,1053.0,2.0,5300000.0,2,Apartment,8
Begur Road,1200.0,3.0,5000000.0,3,Apartment,9
HBR Layout,1800.0,2.0,23000000.0,3,Apartment,6
Chikkabanavar,2400.0,4.0,9700000.0,5,Villa,9
other,1245.0,1.0,6000000.0,2,Apartment,5
Koramangala,1320.0,2.0,16000000.0,2,Apartment,5
Whitefield,3940.0,5.0,26500000.0,4,Villa,7
Thanisandra,1241.0,2.0,6500000.0,3,Apartment,6
7th Phase JP Nagar,2980.0,4.0,26000000.0,3,Apartment,8
Raja Rajeshwari Nagar,1090.0,2.0,5700000.0,2,Apartment,8
other,1390.0,2.0,5000000.0,3,Apartment,8
Kanakpura Road,1100.0,2.0,5297000.0,3,Apartment,8
Koramangala,1350.0,2.0,10300000.0,2,Apartment,9
other,800.0,2.0,5500000.0,2,Apartment,9
Sarjapur  Road,1787.0,3.0,11600000.0,3,Apartment,5
BTM Layout,2400.0,3.0,22000000.0,3,Apartment,8
Haralur Road,3700.0,4.0,32500000.0,4,Villa,8
Sarjapur  Road,1691.0,3.0,9301000.0,3,Apartment,7
Bhoganhalli,2119.0,4.0,11100000.0,4,Apartment,8
Chikka Tirupathi,2325.0,3.0,9500000.0,3,Apartment,5
Akshaya Nagar,1896.0,3.0,10200000.0,3,Apartment,5
Banashankari Stage V,1540.0,3.0,4851000.0,3,Apartment,5
other,1244.0,2.0,9500000.0,2,Apartment,8
Hormavu,1365.0,2.0,6500000.0,3,Apartment,6
Thanisandra,580.0,1.0,2750000.0,1,Apartment,7
Hebbal,1355.0,3.0,8387000.0,3,Apartment,8
other,1500.0,4.0,18000000.0,3,Apartment,5
8th Phase JP Nagar,1513.0,2.0,6200000.0,2,Apartment,6
Banashankari,1175.0,2.0,4113000.0000000005,2,Apartment,7
Thanisandra,2087.0,4.0,13900000.0,3,Apartment,7
Talaghattapura,2273.0,3.0,14500000.0,3,Apartment,8
Thanisandra,2050.0,3.0,15000000.0,3,Apartment,6
other,1200.0,2.0,7500000.0,2,Apartment,6
Whitefield,1190.0,2.0,5900000.0,2,Apartment,9
Marathahalli,1019.0,2.0,4986000.0,2,Apartment,7
Thigalarapalya,1830.0,3.0,13300000.0,3,Apartment,6
Channasandra,4278.0,7.0,29900000.0,7,Villa,7
Sarjapur  Road,1028.0,2.0,5600000.0,2,Apartment,6
Old Madras Road,1300.0,2.0,10000000.0,2,Apartment,7
Whitefield,1160.0,2.0,6700000.0,2,Apartment,7
Mahadevpura,1505.0,3.0,7800000.0,3,Apartment,5
Kogilu,1250.0,2.0,5555000.0,2,Apartment,6
other,400.0,2.0,5000000.0,1,Apartment,8
Sarjapur,1175.0,2.0,4168000.0,2,Apartment,6
other,1100.0,2.0,5760000.0,2,Apartment,7
other,2159.0,3.0,12000000.0,3,Apartment,8
Devanahalli,1230.0,2.0,5645000.0,2,Apartment,8
other,1200.0,4.0,18000000.0,3,Apartment,9
other,3100.0,6.0,16500000.0,5,Villa,9
other,1200.0,1.0,4800000.0,1,Apartment,7
other,1340.0,2.0,7100000.0,2,Apartment,9
Banashankari,1750.0,2.0,8900000.0,3,Apartment,8
Banashankari Stage II,1400.0,2.0,10000000.0,2,Apartment,6
Nagarbhavi,1350.0,3.0,6000000.0,3,Apartment,5
other,1675.0,3.0,6200000.0,3,Apartment,7
Thanisandra,1340.0,2.0,6633000.0,2,Apartment,6
Malleshwaram,600.0,1.0,6800000.0,2,Apartment,8
Hulimavu,1276.0,2.0,7600000.0,2,Apartment,5
Ramagondanahalli,1738.0,2.0,7600000.0,3,Apartment,8
other,1190.0,2.0,5990000.0,2,Apartment,9
Electronic City,1128.0,2.0,6545000.0,2,Apartment,9
other,1250.0,2.0,5500000.0,2,Apartment,6
other,1450.0,2.0,9000000.0,2,Apartment,7
Kudlu,1084.0,2.0,5300000.0,2,Apartment,5
Kaggadasapura,2150.0,4.0,9000000.0,4,Apartment,6
Koramangala,6000.0,4.0,62500000.0,4,Villa,8
Hosur Road,1250.0,2.0,6500000.0,2,Apartment,6
Seegehalli,2400.0,4.0,24000000.0,3,Apartment,7
Begur,1304.0,3.0,6500000.0,3,Apartment,6
Rajaji Nagar,1640.0,3.0,26800000.0,3,Apartment,7
7th Phase JP Nagar,980.0,2.0,7744000.0,2,Apartment,5
other,1275.0,2.0,4950000.0,2,Apartment,8
other,10030.0,1.0,15000000.0,1,Apartment,8
Banjara Layout,2500.0,4.0,14000000.0,3,Apartment,8
other,3600.0,4.0,22500000.0,4,Villa,8
Anekal,2400.0,4.0,9500000.0,3,Apartment,8
other,2300.0,3.0,28000000.0,3,Apartment,5
Kanakpura Road,1450.0,2.0,7018000.000000001,3,Apartment,5
Electronic City,890.0,2.0,4000000.0,2,Apartment,7
Bannerghatta Road,1340.0,2.0,8500000.0,2,Apartment,7
Vidyaranyapura,1100.0,2.0,7500000.0,3,Apartment,5
Kengeri,750.0,2.0,4000000.0,2,Apartment,9
Akshaya Nagar,1300.0,2.0,6600000.0,2,Apartment,6
HRBR Layout,1301.0,2.0,12000000.0,2,Apartment,8
other,3200.0,8.0,13000000.0,9,Villa,9
other,1900.0,2.0,9200000.0,3,Apartment,6
Kanakpura Road,1299.0,2.0,10500000.0,2,Apartment,6
other,1250.0,3.0,4000000.0,3,Apartment,6
Whitefield,1600.0,4.0,30000000.0,4,Apartment,7
other,925.0,2.0,5500000.0,2,Apartment,7
other,3900.0,3.0,25000000.0,3,Apartment,6
Uttarahalli,1107.0,2.0,4500000.0,2,Apartment,5
other,1400.0,2.0,16000000.0,2,Apartment,9
Electronics City Phase 1,1300.0,2.0,6700000.0,2,Apartment,6
other,1715.0,3.0,9500000.0,3,Apartment,6
Uttarahalli,1200.0,2.0,5500000.0,2,Apartment,5
other,703.0,2.0,6000000.0,2,Apartment,6
Talaghattapura,921.0,2.0,2947000.0,2,Apartment,5
Marathahalli,1144.0,2.0,6500000.0,2,Apartment,8
Kanakpura Road,525.0,1.0,2601000.0,1,Apartment,8
other,1400.0,2.0,5600000.0,3,Apartment,6
Balagere,661.0,1.0,3300000.0,1,Apartment,7
Yelahanka,1705.0,3.0,9100000.0,3,Apartment,9
Kadugodi,1430.0,2.0,5500000.0,3,Apartment,7
Marathahalli,1240.0,2.0,5500000.0,2,Apartment,7
Garudachar Palya,1325.0,2.0,6080000.0,3,Apartment,8
Thanisandra,1230.0,2.0,4400000.0,2,Apartment,7
Electronics City Phase 1,1000.0,2.0,2800000.0,2,Apartment,7
Uttarahalli,1330.0,2.0,4645000.0,3,Apartment,5
Sarjapur  Road,3005.0,5.0,27500000.0,4,Villa,8
Shivaji Nagar,1300.0,3.0,17000000.0,3,Apartment,8
Haralur Road,1243.0,2.0,4600000.0,2,Apartment,8
Banashankari Stage III,1500.0,2.0,10000000.0,3,Apartment,6
Kodigehalli,1200.0,4.0,15600000.0,3,Apartment,8
Cox Town,1073.0,2.0,7200000.0,2,Apartment,7
Kudlu,1300.0,2.0,5600000.0,2,Apartment,9
Sarjapur,4201.0,4.0,43500000.0,4,Villa,7
Electronic City,1065.0,2.0,3075000.0,2,Apartment,6
Whitefield,1216.0,2.0,6688000.0,2,Apartment,7
Jigani,1252.0,3.0,5900000.0,3,Apartment,6
Hormavu,1196.0,2.0,4480000.0,2,Apartment,6
Kudlu,1027.0,2.0,4400000.0,2,Apartment,9
other,1270.0,2.0,5715000.0,3,Apartment,5
Mico Layout,1171.0,2.0,3900000.0,2,Apartment,8
Kothannur,1215.0,2.0,4860000.0,3,Apartment,6
other,600.0,1.0,2000000.0,1,Apartment,5
Whitefield,1180.0,2.0,7700000.0,2,Apartment,8
Electronic City Phase II,1160.0,2.0,3351000.0,2,Apartment,7
other,4382.0,4.0,40000000.0,4,Villa,9
Whitefield,2140.0,3.0,13900000.0,3,Apartment,9
Yeshwanthpur,1500.0,3.0,10000000.0,3,Apartment,6
Banaswadi,1008.0,2.0,5200000.0,2,Apartment,6
Ambedkar Nagar,1921.0,4.0,12900000.0,3,Apartment,7
Electronic City,1127.0,2.0,3200000.0,2,Apartment,7
Rajaji Nagar,1621.0,3.0,12400000.0,3,Apartment,8
other,2400.0,3.0,36000000.0,3,Apartment,8
other,1030.0,2.0,7725000.0,3,Apartment,6
Whitefield,1314.0,2.0,8400000.0,2,Apartment,6
Choodasandra,1220.0,3.0,5600000.0,3,Apartment,8
JP Nagar,1590.0,2.0,8500000.0,3,Apartment,8
Shivaji Nagar,703.0,2.0,4950000.0,2,Apartment,9
Hosakerehalli,1795.0,3.0,6462000.0,3,Apartment,8
Gottigere,3000.0,3.0,13200000.0,4,Villa,8
Sarjapur  Road,4395.0,4.0,24200000.0,4,Villa,9
Electronic City,825.0,2.0,3500000.0,2,Apartment,7
other,1254.0,2.0,7000000.0,3,Apartment,8
Ramagondanahalli,2040.0,3.0,11400000.0,3,Apartment,7
Thigalarapalya,2215.0,4.0,15400000.0,3,Apartment,8
Jalahalli,1478.0,2.0,12500000.0,2,Apartment,6
Malleshwaram,2475.0,4.0,33700000.0,3,Apartment,8
other,1669.0,3.0,29800000.0,3,Apartment,8
other,1820.0,3.0,7950000.0,3,Apartment,5
Horamavu Agara,1623.0,3.0,8900000.0,3,Apartment,5
Haralur Road,1243.0,2.0,4600000.0,2,Apartment,7
Electronic City,1200.0,2.0,4050000.0,2,Apartment,5
Gottigere,1613.0,3.0,7200000.0,3,Apartment,7
other,1293.0,2.0,8000000.0,2,Apartment,6
Hoskote,1065.0,2.0,2850000.0,2,Apartment,7
Kudlu Gate,940.0,2.0,6956999.999999999,2,Apartment,5
Sarjapur  Road,1181.0,2.0,6500000.0,3,Apartment,8
Malleshwaram,2215.0,3.0,27500000.0,3,Apartment,8
Marathahalli,1100.0,2.0,7500000.0,1,Apartment,8
other,1050.0,2.0,3600000.0,2,Apartment,5
Subramanyapura,1260.0,2.0,7500000.0,3,Apartment,5
Banashankari Stage II,2800.0,3.0,42500000.0,5,Villa,8
other,1500.0,3.0,5600000.0,3,Apartment,8
